A Prairie Home Companion	2006	2.7244
A Room with a View	1985	1.9591
A Scanner Darkly	2006	11.4413
A Serious Man	2009	11.5798
A Simple Plan	1998	3.5327
A Simple Wish	1997	13.4253
A Single Man	2009	8.7292
A Soldier's Story	1984	5.2777
A Star Is Born	1976	8.5879
A Thin Line Between Love and Hate	1996	4.6163
A Thousand Words	2012	4.9102
A Time to Kill	1996	0.4878
A Very Brady Sequel	1996	4.9858
A Very Harold & Kumar 3D Christmas	2011	3.9220
A Very Special Love	2008	0.8296
A View to a Kill	1985	1.1191
A Walk in the Clouds	1995	10.5177
A Walk to Remember	2002	1.9210
A hét nyolcadik napja	2006	4.6948
A nyomozó	2008	7.6923
A sólyom országa	2009	5.4054
ATL	2006	7.5521
AVP: Alien vs. Predator	2004	0.5675
AVPR: Aliens vs Predator - Requiem	2007	0.5640
Abandon	2002	7.2470
Abduction	2011	3.1054
About Last Night...	1986	1.7704
About Schmidt	2002	0.7781
About a Boy	2002	1.2909
Abraham Lincoln: Vampire Hunter	2012	6.7385
Abre los ojos	1997	7.9993
Absence of Malice	1981	2.1052
Absolument fabuleux	2001	13.1579
Absolute Power	1997	1.3596
Accepted	2006	3.3905
Ace Ventura: Pet Detective	1994	7.7421
Ace Ventura: When Nature Calls	1995	1.8961
Across the Sea of Time	1995	0.2701
Across the Universe	2007	3.1995
Act of Valor	2012	0.9007
Adaptation.	2002	3.1076
Addams Family Values	1993	10.8285
Addicted to Love	1997	2.5439
Admiral	2008	9.9713
Adventureland	2009	8.9774
Affliction	1997	13.3417
Africa's Elephant Kingdom	1998	0.7949
African Cats	2011	0.2351
After the Sunset	2004	1.9396
Against the Ropes	2004	11.1842
Agent Cody Banks	2003	2.3175
Agent Cody Banks 2: Destination London	2004	6.9665
Agnes	1995	6.4103
Agnes of God	1985	4.2765
Agora	2009	5.7619
Air Bud	1997	2.7423
Air Bud: Golden Receiver	1998	13.4336
Air Force One	1997	0.1814
Airplane!	1980	7.2467
Airport	1970	6.4222
Akeelah and the Bee	2006	5.1961
Akira	1988	10.4107
Aladdin	1992	0.0910
Alaska	1996	6.8591
Alatriste	2006	8.5314
Alex & Emma	2003	7.5976
Alexander	2004	0.5199
Alfie	2004	4.8494
Ali	2001	1.4342
Ali G Indahouse	2002	11.6428
Alice in Wonderland	2010	0.0601
Alien	1979	0.7161
Alien Adventure	1999	0.9713
Alien: Resurrection	1997	0.4774
Aliens	1986	0.7800
Aliens in the Attic	2009	1.7399
Aliens of the Deep	2005	0.9311
Alien³	1992	0.9966
All About Steve	2009	2.7869
All About the Benjamins	2002	3.8457
All of Me	1984	2.8268
All the King's Men	2006	12.6300
All the President's Men	1976	8.9783
All the Pretty Horses	2000	4.9583
All the Right Moves	1983	8.5281
Allauddin and Wonderful Lamp	1982	0.5495
Alles is liefde	2007	6.5337
Almost Famous	2000	1.3843
Alois Nebel	2011	13.7183
Along Came Polly	2004	0.8093
Along Came a Spider	2001	0.7875
Alpha Dog	2006	11.6090
Alpha and Omega	2010	3.6387
Alvin and the Chipmunks	2007	0.1933
Alvin and the Chipmunks: Chipwrecked	2011	0.3294
Alvin and the Chipmunks: The Squeakquel	2009	0.2396
Always	1989	4.9376
Amadeus	1984	0.6175
Amazing Grace	2006	4.2135
Amelia	2009	5.9809
Amen.	2002	8.9788
America's Sweethearts	2001	0.6888
American Beauty	1999	0.2136
American Dreamz	2006	12.1838
American Gangster	2007	0.4362
American Graffiti	1973	4.6013
American History X	1998	6.7260
American Outlaws	2001	6.1040
American Pie	1999	0.4460
American Pie 2	2001	0.2625
American Psycho	2000	2.9276
American Reunion	2012	1.4583
American Splendor	2003	13.9122
American Wedding	2003	0.4185
Amistad	1997	1.5017
Amores perros	2000	13.4574
An American Haunting	2005	3.6136
An American Tail	1986	14.2122
An American Werewolf in London	1981	7.3139
An American Werewolf in Paris	1997	2.7736
An Education	2009	4.4274
An Ideal Husband	1999	3.9228
An Inconvenient Truth	2006	2.2099
An Officer and a Gentleman	1982	0.3116
An Unfinished Life	2005	9.9635
Anaconda	1997	0.6496
Anacondas: The Hunt for the Blood Orchid	2004	2.3584
Analyze That	2002	2.9333
Analyze This	1999	0.5219
Anastasia	1997	0.6511
Anchorman: The Legend of Ron Burgundy	2004	1.9417
Ang Panday	2009	7.9681
Ang Panday 2	2011	3.0917
Ang babae sa septic tank	2011	14.1527
Ang tanging ina mo: Last na 'to!	2010	5.6497
Ang tanging ina n'yong lahat	2008	1.3316
Angel	1984	4.5817
Angel Eyes	2001	4.3437
Angela's Ashes	1999	3.3178
Angels & Demons	2009	0.4499
Angels in the Outfield	1994	10.3419
Anger Management	2003	0.7498
Animal House	1978	2.9176
Anna and the King	1999	1.1075
Annapolis	2006	4.3041
Annie	1982	6.7270
Another 48 Hrs.	1990	5.8354
Antitrust	2001	10.7435
Antwone Fisher	2002	2.6630
Antz	1998	0.5657
Any Given Sunday	1999	1.0022
Any Which Way You Can	1980	8.9938
Anywhere But Here	1999	3.6795
Apaföld	2009	8.3333
Apat dapat, dapat apat: Friends 4 lyf and death	2007	6.5334
Apocalypse Now	1979	1.9906
Apocalypto	2006	1.4649
Apollo 13	1995	1.0267
Apollo 18	2011	4.8357
Appaloosa	2008	3.6911
April Fool's Day	1986	13.3065
Apt Pupil	1998	10.8151
Apám beájulna	2003	3.5088
Aquamarine	2006	4.7062
Arachnophobia	1990	8.1259
Are We Done Yet?	2007	1.9456
Are We There Yet?	2005	0.7460
Arlington Road	1999	3.0713
Armageddon	1998	0.1892
Armored	2009	8.1588
Arn: Riket vid vägens slut	2008	4.7619
Around the World in 80 Days	2004	1.8631
Around the World in Eighty Days	1956	14.0607
Arthur	1981	0.5310
Arthur Christmas	2011	4.5254
Arthur et la guerre des deux mondes	2010	12.5078
Arthur et la vengeance de Maltazard	2009	12.3166
Arthur et les Minimoys	2006	2.7148
Artificial Intelligence: AI	2001	0.7332
As Good as It Gets	1997	0.2062
Assassins	1995	7.4903
Assault on Precinct 13	2005	9.3951
Astro Boy	2009	4.0719
Astérix & Obélix: Mission Cléopâtre	2002	1.0384
Astérix aux jeux olympiques	2008	1.4703
Astérix et Obélix contre César	1999	3.3599
Aswang	2011	12.0007
At First Sight	1999	3.0159
Atlantis: The Lost Empire	2001	0.3602
Atonement	2007	0.8801
August Rush	2007	2.3371
Austin Powers in Goldmember	2002	0.2847
Austin Powers: International Man of Mystery	1997	1.0034
Austin Powers: The Spy Who Shagged Me	1999	0.3197
Australia	2008	0.6148
Author! Author!	1982	11.3533
Autumn in New York	2000	1.2979
Avatar	2009	0.0231
Avgust. Vosmogo	2012	0.9672
Awake	2007	3.6292
Awakenings	1990	13.2738
Away We Go	2009	10.9130
Az ember, aki nappal aludt	2003	11.1111
Az emigráns	2007	3.1746
Babe	1995	1.6275
Babe: Pig in the City	1998	2.0531
Babel	2006	1.4344
Baby Boy	2001	3.3426
Baby Geniuses	1999	1.5346
Baby Mama	2008	1.4432
Baby's Day Out	1994	13.1007
Baby: Secret of the Lost Legend	1985	9.3266
Babylon A.D.	2008	1.0825
Bachelor Party	1984	1.9629
Back to School	1986	7.5072
Back to the Future	1985	0.1904
Back to the Future Part II	1989	1.2136
Back to the Future Part III	1990	1.6780
Backdraft	1991	8.4653
Bad Boys	1995	0.7312
Bad Boys II	2003	0.4765
Bad Company	2002	1.3904
Bad News Bears	2005	3.1208
Bad Santa	2003	1.1560
Bad Teacher	2011	0.5205
Baghban	2003	11.5636
Bai she chuan shuo	2011	4.7862
Bait	2000	6.4572
Ballistic: Ecks vs. Sever	2002	5.2058
Balls of Fury	2007	3.6600
Bambi	1942	1.5053
Bandits	2001	1.6276
Bangkok Dangerous	2008	8.2630
Barbershop	2002	1.4603
Barbershop 2: Back in Business	2004	1.0466
Barney's Great Adventure	1998	6.4445
Barney's Version	2010	9.1722
Barnyard	2006	1.1552
Basic	2003	4.3804
Basic Instinct	1992	1.1198
Basic Instinct 2	2006	6.0320
Batman	1989	0.1457
Batman & Robin	1997	0.5955
Batman Begins	2005	0.1977
Batman Forever	1995	0.1946
Batman Returns	1992	0.2714
Bats	1999	11.2946
Battle Los Angeles	2011	0.7226
Battlefield Earth: A Saga of the Year 3000	2000	3.6748
Battleship	2012	0.6396
Be Cool	2005	2.1725
Be Kind Rewind	2008	7.5416
Beaches	1988	12.2038
Bean	1997	0.3653
Beastly	2011	3.4988
Beat Street	1984	8.1793
Beaumarchais l'insolent	1996	10.3254
Beauty Shop	2005	4.6087
Beauty and the Beast	1991	0.4046
Beavis and Butt-Head Do America	1996	1.3963
Because I Said So	2007	2.3840
Because of Winn-Dixie	2005	1.9192
Becoming Jane	2007	3.7027
Bedazzled	2000	1.1087
Bedtime Stories	2008	0.6849
Bee Movie	2007	0.3781
Beerfest	2006	5.2806
Beethoven	1992	2.7958
Beethoven's 2nd	1993	9.0988
Beetle Juice	1988	7.3220
Before Sunset	2004	11.6978
Before the Devil Knows You're Dead	2007	7.4359
Beginners	2010	14.2173
Behind Enemy Lines	2001	0.9529
Being John Malkovich	1999	1.8871
Being Julia	2004	8.3765
Bella	2006	3.9837
Bella Martha	2001	12.9489
Belly	1998	9.3077
Beloved	1998	2.9158
Belphégor - Le fantôme du Louvre	2001	9.2655
Ben-Hur	1959	4.6972
Bend It Like Beckham	2002	0.9922
Beowulf	2007	0.3530
Best Friends	1982	2.1844
Best in Show	2000	2.1976
Better Off Dead...	1985	13.5970
Beverly Hills Chihuahua	2008	0.6826
Beverly Hills Cop	1984	0.1536
Beverly Hills Cop II	1987	1.3518
Beverly Hills Cop III	1994	7.2595
Beverly Hills Ninja	1997	1.6023
Bewitched	2005	1.4029
Beyond the Sea	2004	12.7913
Bibó körút	2009	6.6667
Bicentennial Man	1999	0.6869
Bienvenue chez les Ch'tis	2008	1.7221
Big	1988	4.8721
Big Daddy	1999	0.3493
Big Fat Liar	2002	2.7674
Big Fish	2003	1.1349
Big Miracle	2012	5.6616
Big Momma's House	2000	0.3619
Big Momma's House 2	2006	0.3768
Big Mommas: Like Father, Like Son	2011	1.8842
Big Night	1996	5.4310
Big Trouble	2002	8.7259
Biker Boyz	2003	6.5879
Billy Elliot	2000	0.8562
Billy Jack	1971	9.0262
Biloxi Blues	1988	12.0864
Bird on a Wire	1990	2.8279
Birth	2004	9.2112
Bitka na Neretvi	1969	14.0815
Biutiful	2010	12.4077
Bjarnfreðarson	2009	7.1429
Black Christmas	2006	8.0600
Black Dog	1998	9.1566
Black Hawk Down	2001	0.7473
Black Knight	2001	1.5572
Black Rain	1989	8.7506
Black Snake Moan	2006	10.7615
Black Swan	2010	0.5636
Blade	1998	0.7560
Blade II	2002	0.7712
Blade Runner	1982	3.1929
Blade: Trinity	2004	1.6087
Blades of Glory	2007	0.6760
Blame It on Rio	1984	7.0796
Blast from the Past	1999	2.7320
Blazing Saddles	1974	5.8858
Bless the Child	2000	2.4145
Blindness	2008	8.9222
Blonde Ambition	2007	4.1758
Blood Diamond	2006	1.1187
Blood Work	2002	3.6299
BloodRayne	2005	8.6922
Blow	2001	1.7019
Blue Crush	2002	2.6776
Blue Streak	1999	0.7400
Blue Valentine	2010	7.6716
Blue Velvet	1986	10.6123
Blues Brothers 2000	1998	6.8042
Boat Trip	2002	11.5544
Bobby	2006	5.6772
Body Heat	1981	4.4785
Body of Lies	2008	1.4958
Boiler Room	2000	4.4976
Bolt	2008	0.5420
Bonnie and Clyde	1967	6.5864
Boogeyman	2005	2.2680
Boogie Nights	1997	1.3957
Book of Shadows: Blair Witch 2	2000	3.1973
Boomerang	1992	2.9744
Booty Call	1997	5.6983
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006	0.3078
Born on the Fourth of July	1989	7.1726
Born to Be Wild	2011	1.2340
Bounce	2000	3.3108
Bowfinger	1999	0.9817
Bowling for Columbine	2002	1.7184
Boys Don't Cry	1999	6.0049
Boys and Girls	2000	5.9892
Boyz n the Hood	1991	10.8187
Bratz	2007	7.8458
Brave	2012	1.7951
Braveheart	1995	1.9093
Breach	2007	5.4119
Breakin'	1984	2.4633
Breakin' 2: Electric Boogaloo	1984	10.3959
Breathless	1983	8.0279
Brewster's Millions	1985	11.9123
Bride & Prejudice	2004	9.1163
Bride Wars	2009	0.7630
Bride of Chucky	1998	2.1163
Bridesmaids	2011	0.2864
Bridge to Terabithia	2007	0.7037
Bridget Jones's Diary	2001	0.4291
Bridget Jones: The Edge of Reason	2004	1.1794
Bright Star	2009	12.4808
Bring It On	2000	0.7461
Bringing Down the House	2003	0.3901
Bringing Out the Dead	1999	5.4944
Broadcast News	1987	10.1723
Broadway Danny Rose	1984	7.2944
Brokeback Mountain	2005	0.8092
Brokedown Palace	1999	9.8857
Broken Arrow	1996	4.1128
Broken Flowers	2005	3.4089
Brooklyn's Finest	2009	3.2722
Brother Bear	2003	0.4154
Brown Sugar	2002	2.4407
Bruce Almighty	2003	0.1035
Brüno	2009	2.2661
Budakeszi srácok	2006	3.9062
Bugsy	1991	9.9886
Bull Durham	1988	12.5331
Bulletproof	1996	6.2731
Bulletproof Monk	2003	4.7862
Bulong	2011	4.6026
Bulworth	1998	2.7506
Burn After Reading	2008	0.7301
Butch Cassidy and the Sundance Kid	1969	6.6088
Bíódagar	1994	7.2993
Cabaret	1972	13.3049
Cabin Fever	2002	3.2550
Calendar Girls	2003	1.2952
Can't Hardly Wait	1998	3.6022
Cannonball Run II	1984	5.7576
Cape Fear	1991	2.1581
Capitalism: A Love Story	2009	9.0917
Capote	2005	1.9389
Captain America: The First Avenger	2011	0.0515
Captain Barbell	2003	13.2626
Captain Corelli's Mandolin	2001	1.9883
Caregiver	2008	1.7241
Carlito's Way	1993	9.5269
Cars	2006	0.1706
Cars 2	2011	0.2252
Casanova	2005	9.3485
Case 39	2009	9.3994
Casino	1995	3.8864
Casino Royale	1967	7.3803
Casino Royale	2006	0.2078
Casper	1995	1.3729
Cast Away	2000	0.1481
Catch Me If You Can	2002	0.2616
Catch Me... I'm in Love	2011	2.0433
Catch That Kid	2004	4.2942
Cats & Dogs	2001	0.4763
Cats & Dogs: The Revenge of Kitty Galore	2010	1.8011
Catwoman	2004	1.2686
Cedar Rapids	2011	13.1194
Cellular	2004	1.9807
Center Stage	2000	4.7424
Chain Reaction	1996	3.4816
Changeling	2008	1.6961
Changing Lanes	2002	0.9123
Chariots of Fire	1981	0.9683
Charlie St. Cloud	2010	4.2754
Charlie Wilson's War	2007	1.1956
Charlie and the Chocolate Factory	2005	0.1719
Charlie's Angels	2000	0.3607
Charlie's Angels: Full Throttle	2003	0.5490
Charlotte's Web	2006	0.9640
Chasing Amy	1997	4.8696
Chasing Liberty	2004	8.9312
Cheaper by the Dozen	2003	0.3008
Cheaper by the Dozen 2	2005	0.6743
Chernobyl Diaries	2012	8.8943
Chi bi	2008	0.2939
Chi bi xia: Jue zhan tian xia	2009	12.5000
Chicago	2002	0.1588
Chicken Little	2005	0.2994
Chicken Run	2000	0.4146
Child's Play	1988	1.7632
Child's Play 2	1990	11.7279
Child's Play 3	1991	9.2752
Children of Men	2006	2.1435
Children of the Corn	1984	7.1198
Chill Factor	1999	8.5702
Chimpanzee	2012	3.3237
China: The Panda Adventure	2001	2.8132
Chocolat	2000	0.5580
Christmas Vacation	1989	7.2916
Christmas in Love	2004	10.5699
Christmas with the Kranks	2004	1.4696
Cidade de Deus	2002	2.5917
Cinderella	1950	9.4226
Cinderella Man	2005	0.5768
Cirque du Freak: The Vampire's Assistant	2009	12.0737
Cirque du Soleil: Journey of Man	2000	0.8026
City Hall	1996	13.6426
City Heat	1984	11.4577
City Island	2009	9.1691
City Slickers	1991	5.3093
City by the Sea	2002	3.5819
City of Angels	1998	0.5089
City of Ember	2008	5.3263
Clash of the Titans	2010	0.1390
Clear and Present Danger	1994	1.8555
Cleopatra	1963	5.5556
Clerks II	2006	4.4703
Click	2006	0.5304
Cliffhanger	1993	1.5319
Clockstoppers	2002	1.5912
Close Encounters of the Third Kind	1977	1.1686
Cloud Atlas	2012	10.0000
Cloudy with a Chance of Meatballs	2009	0.6174
Cloverfield	2008	0.5332
Clueless	1995	2.6686
Coach Carter	2005	0.9858
Coal Miner's Daughter	1980	9.4716
Cobra	1986	4.2187
Cocktail	1988	7.3894
Coco avant Chanel	2009	9.1440
Cocoon	1985	8.3124
Cold Creek Manor	2003	4.3723
Cold Mountain	2003	0.3681
Collateral	2004	0.8577
Collateral Damage	2002	1.3464
College Road Trip	2008	1.1639
Colombiana	2011	2.5955
Color of Night	1994	2.7776
Colors	1988	13.9049
Comedian Harmonists	1997	10.3935
Coming to America	1988	1.4113
Commando	1985	2.7503
Con Air	1997	0.4918
Conan the Barbarian	2011	4.6355
Conan the Barbarian	1982	2.2969
Conan the Destroyer	1984	5.9141
Confessions of a Dangerous Mind	2002	5.1334
Confessions of a Shopaholic	2009	1.0165
Confessions of a Teenage Drama Queen	2004	2.4036
Confidence	2003	5.5102
Congo	1995	1.3132
Conspiracy Theory	1997	0.7508
Constantine	2005	0.6197
Contact	1997	0.5099
Contagion	2011	1.0167
Contraband	2012	1.8262
Cookie's Fortune	1999	4.1207
Cool Runnings	1993	6.7317
Cop Land	1997	1.7405
Cop Out	2010	1.9039
Coraline	2009	0.7199
Corazon: Ang unang aswang	2012	6.1872
Corky Romano	2001	2.4434
Corpse Bride	2005	1.4122
Country Strong	2010	8.9046
Couples Retreat	2009	0.6531
Courage Under Fire	1996	0.9973
Courageous	2011	2.2328
Cowboys & Aliens	2011	0.4737
Coyote Ugly	2000	0.6532
Cradle 2 the Grave	2003	2.2551
Cradle Will Rock	1999	13.4635
Crank	2006	5.5035
Crank: High Voltage	2009	6.4402
Crazy Heart	2009	1.7410
Crazy, Stupid, Love.	2011	0.6025
Crazy/Beautiful	2001	6.8390
Crimes of the Heart	1986	8.7921
Crimson Tide	1995	2.3583
Crocodile Dundee	1986	1.3697
Crocodile Dundee in Los Angeles	2001	3.1513
Croupier	1998	11.6468
Cruel Intentions	1999	1.0168
Cry_Wolf	2005	10.7789
Csocsó, avagy éljen május elseje!	2001	5.5556
Csudafilm	2005	2.6316
Cube	1997	10.8372
Curious George	2006	1.6624
Cursed	2005	3.9755
Cutthroat Island	1995	9.2578
CyberWorld	2000	1.2681
D-War	2007	1.2697
D.C. Cab	1983	13.1392
D2: The Mighty Ducks	1994	1.0625
D3: The Mighty Ducks	1996	3.0230
DOA: Dead or Alive	2006	12.1117
Da Xiao Jiang Hu	2010	3.3333
Dabangg 2	2012	1.3736
Daddy Day Camp	2007	8.3530
Daddy Day Care	2003	0.4311
Daddy's Little Girls	2007	6.9686
Dai noi muk taam 009	2009	9.7087
Dan in Real Life	2007	1.2770
Dance Flick	2009	5.3140
Dance with Me	1998	9.4422
Dancer in the Dark	2000	5.8047
Dances with Wolves	1990	0.9480
Dangerous Minds	1995	2.2648
Danny the Dog	2005	4.4059
Dante's Inferno: Documentary	2010	12.5000
Dante's Peak	1997	0.5671
Dante's Purgatorio	2010	10.0000
Daredevil	2003	0.4280
Dark City	1998	5.4397
Dark Water	2005	2.1573
Darkman	1990	8.4248
Darkness	2002	2.8947
Darkness Falls	2003	2.6511
Das Boot	1981	6.2607
Das Leben der Anderen	2006	1.4439
Date Movie	2006	1.1317
Date Night	2010	0.4833
Dave	1993	10.1214
Dawn of the Dead	2004	1.1302
Daybreakers	2009	5.7957
Daylight	1996	1.3396
Days of Thunder	1990	2.2525
De-Lovely	2004	5.9617
Dead Man on Campus	1998	5.2700
Dead Men Don't Wear Plaid	1982	8.4432
Dead Poets Society	1989	1.6818
Dead Silence	2007	7.4711
Death Becomes Her	1992	2.5749
Death Race	2008	0.9986
Death Sentence	2007	11.1329
Death Wish 3	1985	8.5239
Death Wish II	1982	13.2217
Death at a Funeral	2007	7.0520
Death at a Funeral	2010	1.9763
Death to Smoochy	2002	10.0488
Deathstalker	1983	12.8518
Deathtrap	1982	5.1288
Deck the Halls	2006	2.7997
Deconstructing Harry	1997	8.3586
Deep Blue Sea	1999	0.6194
Deep Impact	1998	0.3231
Deep Rising	1998	8.1322
Deep Sea	2006	0.2073
Definitely, Maybe	2008	4.4175
Deja Vu	2006	0.7837
Deliver Us from Eva	2003	9.9037
Deliverance	1972	13.8569
Demolition Man	1993	3.6366
Den ofrivillige golfaren	1991	11.7357
Dennis the Menace	1993	3.6664
Der Baader Meinhof Komplex	2008	10.3931
Der Name der Rose	1986	4.2875
Der Schuh des Manitu	2001	2.6507
Der Untergang	2004	9.6559
Desperate Measures	1998	5.6508
Desperately Seeking Susan	1985	2.2652
Despicable Me	2010	0.1062
Desu nôto: The last name	2006	11.6225
Deuce Bigalow: European Gigolo	2005	5.4370
Deuce Bigalow: Male Gigolo	1999	0.8675
Deux frères	2004	4.8881
Devil	2010	3.6708
Di Renjie zhi tongtian diguo	2010	0.5317
Diamonds Are Forever	1971	3.1339
Diarios de motocicleta	2004	3.6123
Diary of a Mad Black Woman	2005	2.1793
Diary of a Wimpy Kid	2010	0.6865
Diary of a Wimpy Kid: Rodrick Rules	2011	1.5506
Dick Tracy	1990	2.2384
Dickie Roberts: Former Child Star	2003	3.9233
Did You Hear About the Morgans?	2009	4.6839
Die Another Day	2002	0.1668
Die Fälscher	2007	9.1279
Die Hard	1988	0.4130
Die Hard 2	1990	0.2914
Die Hard: With a Vengeance	1995	0.2989
Die Päpstin	2009	9.9176
Die unendliche Geschichte	1984	3.2333
Digimon: The Movie	2000	6.3618
Dinner for Schmucks	2010	1.4248
Dinosaur	2000	0.1991
Dirty Dancing	1987	0.1873
Dirty Dancing: Havana Nights	2004	7.9686
Dirty Pretty Things	2002	4.8104
Dirty Work	1998	12.2114
Disaster Movie	2008	4.7351
Disclosure	1994	1.8560
District 9	2009	0.8545
Disturbia	2007	1.0216
Disturbing Behavior	1998	6.5114
Divine Secrets of the Ya-Ya Sisterhood	2002	0.7826
Djöflaeyjan	1996	4.9999
Dnevnoy dozor	2006	0.1579
Doblba!	2005	8.0265
Dobol Trobol: Lets Get Redi 2 Rambol!	2008	2.1142
Doc Hollywood	1991	12.6054
Doctor Dolittle	1998	0.2219
Doctor Zhivago	1965	4.9304
Dodgeball: A True Underdog Story	2004	0.4329
Dog Day Afternoon	1975	8.3558
Dogma	1999	1.7126
Dogville	2003	7.5502
Dolphin Tale	2011	0.9537
Dolphins	2000	13.0208
Dolphins and Whales 3D: Tribes of the Ocean	2008	2.8518
Domestic Disturbance	2001	1.5898
Domino	2005	4.3870
Don Juan DeMarco	1994	6.3532
Don't Be Afraid of the Dark	2010	3.4885
Don't Say a Word	2001	0.9249
Donnie Brasco	1997	1.4128
Doom	2005	3.8845
Doomsday	2008	8.6939
Doraemon: Nobita to midori no kyojinden	2008	3.8753
Double Impact	1991	7.6018
Double Jeopardy	1999	0.3174
Double Take	2001	1.6611
Double Team	1997	4.0770
Doug's 1st Movie	1999	3.1699
Down Periscope	1996	13.3142
Down and Out in Beverly Hills	1986	1.0367
Down to Earth	2001	1.0597
Down to You	2000	4.4844
Down with Love	2003	4.2053
Dr T and the Women	2000	5.1644
Dr. Dolittle 2	2001	0.4333
Dr. No	1962	6.6427
Dr. Seuss' The Cat in the Hat	2003	0.9992
Dracula	1979	13.5028
Dracula	1992	1.8752
Dracula 2000	2000	2.7657
Drag Me to Hell	2009	1.7796
Dragnet	1987	11.4127
DragonHeart	1996	1.7889
Dragonball Evolution	2009	2.7463
Dragonfly	2002	3.2148
Dream House	2011	5.2368
Dreamcatcher	2003	1.8588
Dreamer: Inspired by a True Story	2005	2.9644
Dreamgirls	2006	0.8164
Drillbit Taylor	2008	2.3945
Drive	2011	1.6008
Drive Angry	2011	7.7853
Drive Me Crazy	1999	3.1067
Driven	2001	2.5895
Driving Miss Daisy	1989	2.8605
Drop Dead Gorgeous	1999	11.4928
Drop Zone	1994	13.3106
Drowning Mona	2000	9.2348
Drumline	2002	0.9748
Du Lala sheng zhi ji	2010	8.0302
Du zhan	2012	10.0000
Dude, Where's My Car?	2000	1.1961
Dudley Do-Right	1999	8.5782
Due Date	2010	0.7126
Dukhless. Konets glamura	2012	11.9048
Dumb & Dumber	1994	1.5803
Dumb and Dumberer: When Harry Met Lloyd	2003	3.9416
Dune	1984	13.6413
Dungeons & Dragons	2000	3.8630
Duplex	2003	6.6602
Duplicity	2009	2.3302
Décalage horaire	2002	10.8750
Días de fútbol	2003	5.9583
E.T.: The Extra-Terrestrial	1982	0.0710
Eagle Eye	2008	0.6073
Earth	2007	2.0822
Earthquake	1974	8.1599
East Is East	1999	3.3521
Eastern Promises	2007	6.9119
Easy A	2010	1.3801
Easy Money	1983	3.9088
Easy Rider	1969	12.5786
Eat Pray Love	2010	0.3599
Eddie	1996	3.1803
